起运港,目的港,箱型,海运费USD,附加费USD,运输天数,运价有效期,数据来源
Bremerhaven,Veracruz,40OT,4020,150,17,MOCK (replace with real 运价有效期),MOCK
Bremerhaven,Veracruz,40FR,4310,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Adelaide,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Adelaide,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Adelaide,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Adelaide,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Adelaide,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Adelaide,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Auckland,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Auckland,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Auckland,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Auckland,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Auckland,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Auckland,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Darwin,20GP,2280,150,13,MOCK (replace with real 运价有效期),MOCK
Brisbane,Darwin,40GP,2470,150,13,MOCK (replace with real 运价有效期),MOCK
Brisbane,Darwin,40HQ,2470,150,13,MOCK (replace with real 运价有效期),MOCK
Brisbane,Darwin,40RF,4550,150,13,MOCK (replace with real 运价有效期),MOCK
Brisbane,Darwin,40OT,3070,150,13,MOCK (replace with real 运价有效期),MOCK
Brisbane,Darwin,40FR,3300,150,13,MOCK (replace with real 运价有效期),MOCK
Brisbane,Fremantle,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Fremantle,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Fremantle,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Fremantle,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Fremantle,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Fremantle,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Jakarta,20GP,2980,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Jakarta,40GP,3230,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Jakarta,40HQ,3230,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Jakarta,40RF,5950,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Jakarta,40OT,4020,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Jakarta,40FR,4310,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Kaohsiung,20GP,2100,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Kaohsiung,40GP,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Kaohsiung,40HQ,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Kaohsiung,40RF,4200,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Kaohsiung,40OT,2840,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Kaohsiung,40FR,3040,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lae,20GP,880,150,5,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lae,40GP,950,150,5,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lae,40HQ,950,150,5,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lae,40RF,1750,150,5,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lae,40OT,1180,150,5,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lae,40FR,1270,150,5,MOCK (replace with real 运价有效期),MOCK
Brisbane,Laem Chabang,20GP,3500,150,20,MOCK (replace with real 运价有效期),MOCK
Brisbane,Laem Chabang,40GP,3800,150,20,MOCK (replace with real 运价有效期),MOCK
Brisbane,Laem Chabang,40HQ,3800,150,20,MOCK (replace with real 运价有效期),MOCK
Brisbane,Laem Chabang,40RF,7000,150,20,MOCK (replace with real 运价有效期),MOCK
Brisbane,Laem Chabang,40OT,4720,150,20,MOCK (replace with real 运价有效期),MOCK
Brisbane,Laem Chabang,40FR,5080,150,20,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lyttelton,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lyttelton,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lyttelton,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lyttelton,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lyttelton,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Brisbane,Lyttelton,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Brisbane,Melbourne,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Melbourne,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Melbourne,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Melbourne,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Melbourne,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Melbourne,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Brisbane,Napier,20GP,1580,150,9,MOCK (replace with real 运价有效期),MOCK
Brisbane,Napier,40GP,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Brisbane,Napier,40HQ,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Brisbane,Napier,40RF,3150,150,9,MOCK (replace with real 运价有效期),MOCK
Brisbane,Napier,40OT,2130,150,9,MOCK (replace with real 运价有效期),MOCK
Brisbane,Napier,40FR,2280,150,9,MOCK (replace with real 运价有效期),MOCK
Brisbane,Port Moresby,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Port Moresby,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Port Moresby,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Port Moresby,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Port Moresby,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Port Moresby,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Brisbane,Singapore,20GP,2980,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Singapore,40GP,3230,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Singapore,40HQ,3230,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Singapore,40RF,5950,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Singapore,40OT,4020,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Singapore,40FR,4310,150,17,MOCK (replace with real 运价有效期),MOCK
Brisbane,Sydney,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Brisbane,Sydney,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Brisbane,Sydney,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Brisbane,Sydney,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Brisbane,Sydney,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Brisbane,Sydney,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tauranga,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tauranga,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tauranga,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tauranga,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tauranga,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tauranga,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tokyo,20GP,4200,150,24,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tokyo,40GP,4560,150,24,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tokyo,40HQ,4560,150,24,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tokyo,40RF,8400,150,24,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tokyo,40OT,5670,150,24,MOCK (replace with real 运价有效期),MOCK
Brisbane,Tokyo,40FR,6090,150,24,MOCK (replace with real 运价有效期),MOCK
Brisbane,Xiamen,20GP,1920,150,11,MOCK (replace with real 运价有效期),MOCK
Brisbane,Xiamen,40GP,2090,150,11,MOCK (replace with real 运价有效期),MOCK
Brisbane,Xiamen,40HQ,2090,150,11,MOCK (replace with real 运价有效期),MOCK
Brisbane,Xiamen,40RF,3850,150,11,MOCK (replace with real 运价有效期),MOCK
Brisbane,Xiamen,40OT,2600,150,11,MOCK (replace with real 运价有效期),MOCK
Brisbane,Xiamen,40FR,2790,150,11,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yangpu,20GP,3850,150,22,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yangpu,40GP,4180,150,22,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yangpu,40HQ,4180,150,22,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yangpu,40RF,7700,150,22,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yangpu,40OT,5200,150,22,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yangpu,40FR,5580,150,22,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yokohama,20GP,2100,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yokohama,40GP,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yokohama,40HQ,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yokohama,40RF,4200,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yokohama,40OT,2840,150,12,MOCK (replace with real 运价有效期),MOCK
Brisbane,Yokohama,40FR,3040,150,12,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Callao,20GP,880,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Callao,40GP,950,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Callao,40HQ,950,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Callao,40RF,1750,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Callao,40OT,1180,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Callao,40FR,1270,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Cartagena,20GP,2100,150,12,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Cartagena,40GP,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Cartagena,40HQ,2280,150,12,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Cartagena,40RF,4200,150,12,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Cartagena,40OT,2840,150,12,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Cartagena,40FR,3040,150,12,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Chancay,20GP,880,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Chancay,40GP,950,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Chancay,40HQ,950,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Chancay,40RF,1750,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Chancay,40OT,1180,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Chancay,40FR,1270,150,5,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Dalian,20GP,5780,150,33,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Dalian,40GP,6270,150,33,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Dalian,40HQ,6270,150,33,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Dalian,40RF,11550,150,33,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Dalian,40OT,7800,150,33,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Dalian,40FR,8370,150,33,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Guayaquil,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Guayaquil,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Guayaquil,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Guayaquil,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Guayaquil,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Guayaquil,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Hongkong,20GP,6650,150,38,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Hongkong,40GP,7220,150,38,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Hongkong,40HQ,7220,150,38,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Hongkong,40RF,13300,150,38,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Hongkong,40OT,8980,150,38,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Hongkong,40FR,9640,150,38,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Moin,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Moin,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Moin,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Moin,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Moin,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Moin,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Paita,20GP,180,150,1,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Paita,40GP,190,150,1,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Paita,40HQ,190,150,1,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Paita,40RF,350,150,1,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Paita,40OT,240,150,1,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Paita,40FR,250,150,1,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Posorja,20GP,350,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Posorja,40GP,380,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Posorja,40HQ,380,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Posorja,40RF,700,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Posorja,40OT,470,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Posorja,40FR,510,150,2,MOCK (replace with real 运价有效期),MOCK
Buenaventura,San Antonio,20GP,1400,150,8,MOCK (replace with real 运价有效期),MOCK
Buenaventura,San Antonio,40GP,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Buenaventura,San Antonio,40HQ,1520,150,8,MOCK (replace with real 运价有效期),MOCK
Buenaventura,San Antonio,40RF,2800,150,8,MOCK (replace with real 运价有效期),MOCK
Buenaventura,San Antonio,40OT,1890,150,8,MOCK (replace with real 运价有效期),MOCK
Buenaventura,San Antonio,40FR,2030,150,8,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Shanghai,20GP,5420,150,31,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Shanghai,40GP,5890,150,31,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Shanghai,40HQ,5890,150,31,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Shanghai,40RF,10850,150,31,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Shanghai,40OT,7320,150,31,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Shanghai,40FR,7870,150,31,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Valparaiso,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Valparaiso,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Valparaiso,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Valparaiso,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Valparaiso,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Valparaiso,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Yokohama,20GP,7180,150,41,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Yokohama,40GP,7790,150,41,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Yokohama,40HQ,7790,150,41,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Yokohama,40RF,14350,150,41,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Yokohama,40OT,9690,150,41,MOCK (replace with real 运价有效期),MOCK
Buenaventura,Yokohama,40FR,10400,150,41,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Algeciras,20GP,3320,150,19,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Algeciras,40GP,3610,150,19,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Algeciras,40HQ,3610,150,19,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Algeciras,40RF,6650,150,19,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Algeciras,40OT,4490,150,19,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Algeciras,40FR,4820,150,19,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Hong Kong,20GP,7180,150,41,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Hong Kong,40GP,7790,150,41,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Hong Kong,40HQ,7790,150,41,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Hong Kong,40RF,14350,150,41,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Hong Kong,40OT,9690,150,41,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Hong Kong,40FR,10400,150,41,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Itapoa,20GP,520,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Itapoa,40GP,570,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Itapoa,40HQ,570,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Itapoa,40RF,1050,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Itapoa,40OT,710,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Itapoa,40FR,760,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Paranagua,20GP,520,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Paranagua,40GP,570,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Paranagua,40HQ,570,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Paranagua,40RF,1050,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Paranagua,40OT,710,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Paranagua,40FR,760,150,3,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rio De Janeiro,20GP,1220,150,7,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rio De Janeiro,40GP,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rio De Janeiro,40HQ,1330,150,7,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rio De Janeiro,40RF,2450,150,7,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rio De Janeiro,40OT,1650,150,7,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rio De Janeiro,40FR,1780,150,7,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rotterdam,20GP,4020,150,23,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rotterdam,40GP,4370,150,23,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rotterdam,40HQ,4370,150,23,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rotterdam,40RF,8050,150,23,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rotterdam,40OT,5430,150,23,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Rotterdam,40FR,5840,150,23,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Santos,20GP,700,150,4,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Santos,40GP,760,150,4,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Santos,40HQ,760,150,4,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Santos,40RF,1400,150,4,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Santos,40OT,950,150,4,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Santos,40FR,1020,150,4,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Shanghai,20GP,7880,150,45,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Shanghai,40GP,8550,150,45,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Shanghai,40HQ,8550,150,45,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Shanghai,40RF,15750,150,45,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Shanghai,40OT,10630,150,45,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Shanghai,40FR,11420,150,45,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Singapore,20GP,6300,150,36,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Singapore,40GP,6840,150,36,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Singapore,40HQ,6840,150,36,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Singapore,40RF,12600,150,36,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Singapore,40OT,8500,150,36,MOCK (replace with real 运价有效期),MOCK
Buenos Aires,Singapore,40FR,9140,150,36,MOCK (replace with real 运价有效期),MOCK
Busan,Balboa,20GP,4720,150,27,MOCK (replace with real 运价有效期),MOCK
Busan,Balboa,40GP,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Busan,Balboa,40HQ,5130,150,27,MOCK (replace with real 运价有效期),MOCK
Busan,Balboa,40RF,9450,150,27,MOCK (replace with real 运价有效期),MOCK
Busan,Balboa,40OT,6380,150,27,MOCK (replace with real 运价有效期),MOCK
Busan,Balboa,40FR,6850,150,27,MOCK (replace with real 运价有效期),MOCK
Busan,Chennai,20GP,3680,150,21,MOCK (replace with real 运价有效期),MOCK
Busan,Chennai,40GP,3990,150,21,MOCK (replace with real 运价有效期),MOCK
Busan,Chennai,40HQ,3990,150,21,MOCK (replace with real 运价有效期),MOCK
Busan,Chennai,40RF,7350,150,21,MOCK (replace with real 运价有效期),MOCK
Busan,Chennai,40OT,4960,150,21,MOCK (replace with real 运价有效期),MOCK
Busan,Chennai,40FR,5330,150,21,MOCK (replace with real 运价有效期),MOCK
Busan,Colombo,20GP,3150,150,18,MOCK (replace with real 运价有效期),MOCK
Busan,Colombo,40GP,3420,150,18,MOCK (replace with real 运价有效期),MOCK
Busan,Colombo,40HQ,3420,150,18,MOCK (replace with real 运价有效期),MOCK
Busan,Colombo,40RF,6300,150,18,MOCK (replace with real 运价有效期),MOCK
Busan,Colombo,40OT,4250,150,18,MOCK (replace with real 运价有效期),MOCK
Busan,Colombo,40FR,4570,150,18,MOCK (replace with real 运价有效期),MOCK
Busan,Colon,20GP,3500,150,20,MOCK (replace with real 运价有效期),MOCK
Busan,Colon,40GP,3800,150,20,MOCK (replace with real 运价有效期),MOCK
Busan,Colon,40HQ,3800,150,20,MOCK (replace with real 运价有效期),MOCK
Busan,Colon,40RF,7000,150,20,MOCK (replace with real 运价有效期),MOCK
Busan,Colon,40OT,4720,150,20,MOCK (replace with real 运价有效期),MOCK
Busan,Colon,40FR,5080,150,20,MOCK (replace with real 运价有效期),MOCK
Busan,Hong Kong,20GP,1050,150,6,MOCK (replace with real 运价有效期),MOCK
Busan,Hong Kong,40GP,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Busan,Hong Kong,40HQ,1140,150,6,MOCK (replace with real 运价有效期),MOCK
Busan,Hong Kong,40RF,2100,150,6,MOCK (replace with real 运价有效期),MOCK
Busan,Hong Kong,40OT,1420,150,6,MOCK (replace with real 运价有效期),MOCK
Busan,Hong Kong,40FR,1520,150,6,MOCK (replace with real 运价有效期),MOCK
Busan,Hongkong,20GP,880,150,5,MOCK (replace with real 运价有效期),MOCK
Busan,Hongkong,40GP,950,150,5,MOCK (replace with real 运价有效期),MOCK
Busan,Hongkong,40HQ,950,150,5,MOCK (replace with real 运价有效期),MOCK
Busan,Hongkong,40RF,1750,150,5,MOCK (replace with real 运价有效期),MOCK
Busan,Hongkong,40OT,1180,150,5,MOCK (replace with real 运价有效期),MOCK
Busan,Hongkong,40FR,1270,150,5,MOCK (replace with real 运价有效期),MOCK
Busan,Houston,20GP,4550,150,26,MOCK (replace with real 运价有效期),MOCK
Busan,Houston,40GP,4940,150,26,MOCK (replace with real 运价有效期),MOCK
Busan,Houston,40HQ,4940,150,26,MOCK (replace with real 运价有效期),MOCK
Busan,Houston,40RF,9100,150,26,MOCK (replace with real 运价有效期),MOCK
Busan,Houston,40OT,6140,150,26,MOCK (replace with real 运价有效期),MOCK
Busan,Houston,40FR,6600,150,26,MOCK (replace with real 运价有效期),MOCK
Busan,Jakarta,20GP,1750,150,10,MOCK (replace with real 运价有效期),MOCK
Busan,Jakarta,40GP,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Busan,Jakarta,40HQ,1900,150,10,MOCK (replace with real 运价有效期),MOCK
Busan,Jakarta,40RF,3500,150,10,MOCK (replace with real 运价有效期),MOCK
Busan,Jakarta,40OT,2360,150,10,MOCK (replace with real 运价有效期),MOCK
Busan,Jakarta,40FR,2540,150,10,MOCK (replace with real 运价有效期),MOCK
Busan,Kaohsiung,20GP,1580,150,9,MOCK (replace with real 运价有效期),MOCK
Busan,Kaohsiung,40GP,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Busan,Kaohsiung,40HQ,1710,150,9,MOCK (replace with real 运价有效期),MOCK
Busan,Kaohsiung,40RF,3150,150,9,MOCK (replace with real 运价有效期),MOCK
Busan,Kaohsiung,40OT,2130,150,9,MOCK (replace with real 运价有效期),MOCK
Busan,Kaohsiung,40FR,2280,150,9,MOCK (replace with real 运价有效期),MOCK
Busan,Kwangyang,20GP,0,150,0,MOCK (replace with real 运价有效期),MOCK
Busan,Kwangyang,40GP,0,150,0,MOCK (replace with real 运价有效期),MOCK
Busan,Kwangyang,40HQ,0,150,0,MOCK (replace with real 运价有效期),MOCK
Busan,Kwangyang,40RF,0,150,0,MOCK (replace with real 运价有效期),MOCK
Busan,Kwangyang,40OT,0,150,0,MOCK (replace with real 运价有效期),MOCK
Busan,Kwangyang,40FR,0,150,0,MOCK (replace with real 运价有效期),MOCK
Busan,Long Beach,20GP,1920,150,11,MOCK (replace with real 运价有效期),MOCK
Busan,Long Beach,40GP,2090,150,11,MOCK (replace with real 运价有效期),MOCK
Busan,Long Beach,40HQ,2090,150,11,MOCK (replace with real 运价有效期),MOCK
Busan,Long Beach,40RF,3850,150,11,MOCK (replace with real 运价有效期),MOCK
Busan,Long Beach,40OT,2600,150,11,MOCK (replace with real 运价有效期),MOCK
Busan,Long Beach,40FR,2790,150,11,MOCK (replace with real 运价有效期),MOCK
Busan,Manzanillo,20GP,5600,150,32,MOCK (replace with real 运价有效期),MOCK
Busan,Manzanillo,40GP,6080,150,32,MOCK (replace with real 运价有效期),MOCK
Busan,Manzanillo,40HQ,6080,150,32,MOCK (replace with real 运价有效期),MOCK
